20.86 12.4022

59.28 -27.6193

60 -27.5

100.41 25.3365

149.99 -3.73559

150 -3.74

209.99 -9.97

210 -9.97

269.99 3.33498

299.99 19.3462

304.84 20.9029

345.69 16.8482

389.99 -27.2652

393 -28.3363

446.22 -10.3014

479.81 15.7585

509.99 -4.29142

510 -4.29

540.19 21.7125

570 4.07

604.08 29.5127

630 25.37

681.73 32.1714

719.99 -12.7137

724.07 -14.3389

751.29 -0.360157

809.99 12.032

810 12.03

869.71 -21.5823

870 -21.53

926.92 -7.24343

930 -5.86

967.29 30.8177

1019.99 -22.549

1020 -22.55

1061.96 9.72746

1106.63 -30.0541

1110 -28.69

1144.6 26.7621

1198.09 18.4601

1229.99 -8.14067

1230 -8.14

1271.82 32.3547

1317.74 -11.1458

1349.98 26.7419

1350 26.74

1388.74 -29.1047

1410 -25.29

1440 -28.99

1499.99 9.92476

1506.17 12.4349

1555.18 9.06553

1584.43 26.8318

1619.99 -29.5441

1622.41 -30.3812

1653.69 -2.18851

1681.57 -13.6769

1732.47 2.55407

1766.14 -24.0448

1799.99 28.3249

1802.07 28.9343

1851.45 -28.7904

1860 -25.14

1907.19 28.509

1949.99 -15.4024

1955.04 -18.2455

1980 -18.38

2015.57 -29.193

2040 -22.83

2099.99 20.6413

2129.67 8.96556

2159.37 26.6978

2160 26.57

2192.85 -3.7289

2240.66 29.1653

2279.99 -28.9336

2282.94 -30.0794

2338.72 -23.1603

2340 -22.8

2387.77 29.9561

2429.37 -21.5648

2459.99 17.0095

2460 17.01

2493.01 -25.2565

2546.55 -21.9685

2579.99 26.6351

2581.96 27.2345

2638.9 12.9764

2640 12.68

2675.91 -24.8773

2729.99 15.0841

2750.51 20.3778

2789.99 1.28865

2819.35 15.0167

2849.25 -5.46079

2850 -5.31

2883.88 30.6625

2935.01 17.9696

2969.99 -23.3029

2974.54 -25.5342

